,cut,color,clarity,depth,table,x,y,z,carat,price
5498,1,9,3,57.4,60.0,6.76,6.72,3.87,1.04,3844
5499,4,6,1,60.8,57.0,6.28,6.22,3.81,0.91,3844
5500,4,7,2,62.0,55.0,6.32,6.29,3.91,0.93,3844
5501,4,5,4,61.7,56.0,5.79,5.87,3.6,0.74,3845
5502,3,5,1,59.1,60.0,6.36,6.3,3.74,0.91,3845
5503,3,5,1,60.8,59.0,6.28,6.25,3.81,0.91,3845
5504,1,9,2,63.6,58.0,6.48,6.57,4.15,1.11,3846
5505,4,7,6,63.4,56.0,5.96,5.99,3.79,0.83,3846
5506,3,4,1,61.6,60.0,6.14,6.1,3.77,0.91,3846
5507,3,5,1,61.7,58.0,6.46,6.41,3.97,1.01,3846
5508,2,5,1,63.4,55.0,6.53,6.5,4.13,1.08,3847
5509,0,3,1,64.6,59.0,6.04,6.01,3.89,0.9,3847
5510,3,8,1,61.5,58.0,6.59,6.55,4.04,1.06,3847
5511,3,3,1,62.7,59.0,6.17,6.21,3.88,0.91,3848
5512,2,3,1,62.3,57.0,6.14,6.22,3.85,0.91,3848
5513,1,3,1,63.8,58.0,6.04,6.09,3.87,0.91,3848
5514,2,5,2,63.6,58.0,6.08,6.12,3.88,0.9,3848
5515,4,8,1,61.9,55.0,6.58,6.61,4.08,1.08,3849
5516,4,6,5,61.9,57.0,5.72,5.75,3.55,0.72,3849
5517,1,8,2,63.8,58.0,6.28,6.32,4.02,1.0,3850
5518,1,7,1,63.4,61.0,6.29,6.33,4.0,1.0,3850
5519,2,7,1,60.2,61.0,6.44,6.48,3.89,1.0,3850
5520,3,7,1,61.2,59.0,6.38,6.42,3.92,1.0,3850
5521,4,3,6,62.3,55.0,5.38,5.4,3.36,0.6,3850
5522,3,6,3,62.9,62.0,6.06,6.02,3.8,0.9,3850
5523,2,6,1,61.9,55.0,6.43,6.46,3.99,1.01,3852
5524,1,6,1,63.7,58.0,6.31,6.35,4.03,1.01,3852
5525,1,6,1,62.8,57.0,6.3,6.34,3.97,1.01,3852
5526,1,6,1,63.4,57.0,6.32,6.37,4.02,1.01,3852
5527,4,3,2,62.0,56.0,5.97,6.0,3.71,0.81,3852
5528,1,9,2,58.8,57.0,6.57,6.63,3.88,1.01,3853
5529,2,7,3,63.1,59.0,6.16,6.13,3.88,0.91,3853
5530,3,7,3,59.6,60.0,6.29,6.25,3.74,0.91,3853
5531,3,5,1,61.7,57.0,6.42,6.35,3.94,1.0,3853
5532,2,5,1,62.1,59.0,6.21,6.26,3.87,0.92,3854
5533,3,5,1,61.8,58.0,6.19,6.23,3.84,0.92,3854
5534,2,5,2,61.7,60.0,6.19,6.22,3.83,0.9,3854
5535,3,7,1,59.3,59.0,6.8,6.76,4.02,1.11,3854
5536,4,7,1,60.6,57.0,6.3,6.26,3.81,0.91,3854
5537,4,7,1,60.5,57.0,6.3,6.29,3.81,0.92,3854
5538,1,7,2,58.2,59.0,6.36,6.4,3.71,0.91,3855
5539,0,3,2,64.4,60.0,6.08,6.04,3.9,0.91,3855
5540,2,3,4,62.2,56.0,5.72,5.75,3.57,0.73,3856
5541,4,3,5,61.3,57.0,5.7,5.81,3.53,0.71,3856
5542,4,8,2,62.5,55.0,6.23,6.29,3.91,0.93,3856
5543,0,6,1,64.7,58.0,6.14,6.23,4.0,1.01,3856
5544,3,8,1,61.2,59.0,6.51,6.46,3.97,1.02,3856
5545,3,9,2,63.0,58.0,6.44,6.39,4.04,1.02,3856
5546,4,9,2,62.8,54.0,6.46,6.43,4.05,1.02,3856
5547,3,9,2,61.8,58.0,6.5,6.44,4.0,1.02,3856
5548,3,8,1,62.0,59.0,6.45,6.42,3.99,1.02,3856
5549,1,8,1,63.6,56.0,6.4,6.37,4.06,1.02,3856
5550,4,8,1,60.7,57.0,6.57,6.54,3.98,1.02,3856
5551,3,4,1,60.4,59.0,6.24,6.21,3.76,0.9,3856
5552,3,4,1,61.6,59.0,6.26,6.18,3.83,0.9,3856
5553,2,4,1,59.4,59.0,6.49,6.51,3.86,1.01,3857
5554,2,9,2,62.5,58.0,6.37,6.43,4.0,1.02,3857
5555,2,5,1,63.5,55.0,6.37,6.32,4.03,1.0,3858
5556,3,5,1,60.2,62.0,6.53,6.45,3.91,1.0,3858
5557,1,5,1,56.7,60.0,6.62,6.58,3.74,1.0,3858
5558,4,3,3,61.8,56.0,5.79,5.82,3.59,0.74,3858
5559,4,8,3,62.6,54.0,6.39,6.35,3.99,1.0,3858
5560,3,5,1,61.7,58.0,6.36,6.32,3.91,1.0,3858
5561,4,6,1,61.7,57.0,6.35,6.3,3.9,0.96,3858
5562,1,5,1,59.8,65.0,6.58,6.43,3.9,1.0,3858
5563,3,5,1,59.3,62.0,6.49,6.43,3.83,1.0,3858
5564,3,5,1,60.4,58.0,6.47,6.44,3.9,1.0,3858
5565,1,5,1,59.4,64.0,6.36,6.29,3.76,1.0,3858
5566,1,6,3,63.9,61.0,5.97,6.01,3.83,0.9,3859
5567,4,5,4,61.2,56.0,5.98,6.01,3.67,0.8,3860
5568,1,6,1,59.7,63.0,6.43,6.5,3.86,1.0,3860
5569,3,8,1,62.1,59.0,6.46,6.52,4.03,1.04,3861
5570,0,4,1,64.9,60.0,6.43,6.39,4.16,1.08,3861
5571,3,6,1,62.2,59.0,6.57,6.49,4.06,1.04,3861
5572,3,9,1,60.4,59.0,6.8,6.74,4.09,1.14,3861
5573,4,4,3,62.2,55.0,5.97,5.9,3.69,0.79,3861
5574,2,3,1,59.0,59.0,6.34,6.41,3.76,0.94,3862
5575,0,7,2,69.6,55.0,6.49,6.42,4.49,1.21,3862
5576,0,7,1,65.6,56.0,6.69,6.59,4.36,1.21,3862
5577,2,4,2,62.9,55.0,6.18,6.22,3.9,0.9,3863
5578,2,4,2,63.6,57.0,6.08,6.12,3.88,0.9,3863
5579,4,9,4,61.9,56.0,6.19,6.22,3.85,0.91,3863
5580,3,7,1,61.0,61.0,6.31,6.27,3.84,1.0,3864
5581,4,3,3,62.2,55.0,5.87,5.97,3.68,0.78,3864
5582,4,4,1,60.9,57.0,6.66,6.6,4.04,1.12,3864
5583,4,4,3,61.6,56.0,5.85,5.9,3.62,0.76,3864
5584,2,4,1,60.9,63.0,6.65,6.59,4.03,1.12,3864
5585,0,5,1,65.5,54.0,6.2,6.16,4.05,1.0,3864
5586,3,9,5,59.6,61.0,6.4,6.36,3.8,1.0,3864
5587,4,7,0,60.3,57.0,6.93,6.83,4.15,1.19,3864
5588,3,5,1,59.3,61.0,6.36,6.29,3.75,0.92,3864
5589,1,5,0,63.7,59.0,7.29,7.18,4.62,1.5,3864
5590,1,3,1,57.4,59.0,7.02,6.95,4.01,1.17,3866
5591,4,8,4,62.9,58.0,6.13,6.18,3.87,0.9,3867
5592,4,8,4,62.4,56.0,6.14,6.19,3.85,0.9,3867
5593,2,4,2,62.3,61.0,6.12,6.17,3.83,0.9,3868
5594,0,7,2,64.5,59.0,6.27,6.23,4.03,1.01,3869
5595,0,7,2,65.3,61.0,6.23,6.18,4.05,1.01,3869
5596,3,7,2,62.1,57.0,6.47,6.37,3.99,1.01,3869
5597,3,7,2,62.8,58.0,6.43,6.34,4.01,1.01,3869
5598,3,5,1,62.6,57.0,6.27,6.25,3.92,0.94,3869
5599,2,4,3,60.2,60.0,6.09,6.14,3.68,0.85,3871
5600,3,4,0,62.3,60.0,6.78,6.71,4.2,1.2,3871
5601,1,6,2,62.2,65.0,6.34,6.3,3.93,1.01,3871
5602,4,6,1,62.1,57.0,6.32,6.27,3.91,0.96,3871
5603,4,3,1,62.3,57.0,6.17,6.23,3.86,0.9,3871
5604,1,5,3,63.7,54.0,6.24,6.19,3.96,0.96,3871
5605,0,3,1,64.7,57.0,6.31,6.27,4.07,1.01,3871
5606,3,7,1,59.2,61.0,6.42,6.36,3.78,0.96,3871
5607,2,8,6,63.4,57.0,6.09,6.12,3.87,0.9,3872
5608,4,4,0,61.9,56.0,6.59,6.63,4.09,1.1,3872
5609,2,4,4,62.1,53.4,5.8,5.82,3.61,0.74,3872
5610,2,4,1,59.4,58.0,6.31,6.35,3.76,0.9,3872
5611,4,4,1,61.8,56.0,6.15,6.19,3.81,0.89,3872
5612,2,5,1,62.8,56.0,6.19,6.23,3.9,0.92,3873
5613,4,8,1,62.6,54.0,6.35,6.39,3.99,0.98,3873
5614,3,3,3,59.9,59.0,6.2,6.16,3.7,0.87,3873
5615,4,4,5,62.0,56.0,5.74,5.77,3.57,0.72,3874
5616,4,6,0,60.3,57.0,6.73,6.8,4.08,1.12,3874
5617,3,8,1,61.1,58.0,6.5,6.46,3.96,1.01,3874
5618,1,7,1,63.2,59.0,6.24,6.29,3.96,1.0,3874
5619,2,5,1,58.7,63.0,6.49,6.46,3.8,1.02,3875
5620,0,4,3,65.2,61.0,6.01,5.98,3.91,0.9,3875
5621,3,8,3,60.6,60.0,6.4,6.47,3.9,0.96,3876
5622,2,4,1,62.8,59.0,6.1,6.16,3.85,0.91,3876
5623,0,4,1,65.3,59.0,6.3,6.25,4.1,1.03,3876
5624,3,4,1,61.7,61.0,6.49,6.45,3.99,1.03,3876
5625,3,9,3,60.7,58.0,6.49,6.52,3.95,1.0,3877
5626,3,3,1,59.4,59.0,6.39,6.28,3.76,0.92,3877
5627,3,3,5,60.4,59.0,5.73,5.69,3.45,0.71,3877
5628,2,7,3,61.2,61.0,6.14,6.21,3.78,0.9,3878
5629,2,7,3,61.6,63.0,6.1,6.14,3.77,0.9,3878
5630,2,7,3,63.0,61.0,6.05,6.14,3.84,0.9,3878
5631,2,7,3,62.8,58.0,6.13,6.17,3.86,0.9,3878
5632,1,7,1,63.9,55.0,6.25,6.33,4.02,1.0,3878
5633,1,8,2,60.5,57.0,6.4,6.46,3.89,1.0,3878
5634,3,8,2,60.0,60.0,6.39,6.37,3.83,0.95,3878
5635,2,5,2,60.1,58.0,6.3,6.35,3.8,0.91,3879
5636,2,9,2,63.1,60.0,6.35,6.4,4.02,1.02,3879
5637,4,6,5,62.2,56.0,5.78,5.82,3.61,0.75,3879
5638,3,6,2,61.0,60.0,6.17,6.12,3.75,0.9,3879
5639,3,6,2,60.2,59.0,6.27,6.23,3.76,0.9,3879
5640,4,5,5,61.5,55.0,5.85,5.82,3.59,0.74,3879
5641,2,8,4,62.0,61.0,6.12,6.18,3.81,0.9,3880
5642,1,3,2,62.4,63.0,6.04,6.13,3.8,0.9,3880
5643,2,3,2,62.1,60.0,6.14,6.2,3.83,0.9,3880
5644,2,3,2,61.6,54.0,6.18,6.25,3.83,0.9,3880
5645,2,3,2,60.8,60.0,6.24,6.3,3.81,0.93,3880
5646,2,9,1,59.6,62.0,6.9,6.95,4.13,1.2,3880
5647,1,9,2,63.7,61.0,6.5,6.54,4.15,1.12,3880
5648,1,4,1,63.3,56.0,6.3,6.36,4.01,1.0,3880
5649,4,5,6,61.8,56.0,5.72,5.74,3.54,0.71,3880
5650,4,6,4,61.9,54.0,5.99,6.03,3.72,0.82,3880
5651,4,5,7,61.2,55.0,5.86,5.8,3.57,0.73,3880
5652,0,7,1,64.9,60.0,6.7,6.62,4.32,1.26,3881
5653,1,5,2,63.6,59.0,6.12,6.07,3.88,0.9,3881
5654,3,5,2,62.5,62.0,6.11,6.08,3.81,0.9,3881
5655,3,5,2,62.6,60.0,6.14,6.1,3.83,0.9,3881
5656,2,5,2,63.2,61.0,6.13,6.09,3.86,0.9,3881
5657,2,5,2,63.1,58.0,6.18,6.12,3.88,0.9,3881
5658,3,5,2,59.4,62.0,6.55,6.52,3.88,1.0,3881
5659,1,9,4,57.8,64.0,6.74,6.67,3.88,1.05,3881
5660,4,8,1,60.9,57.0,6.47,6.43,3.93,1.0,3881
5661,1,7,3,63.6,58.0,6.11,6.09,3.88,0.9,3881
5662,4,5,1,62.4,57.0,6.23,6.15,3.86,0.9,3881
5663,2,7,4,62.7,63.0,6.1,6.03,3.8,0.91,3881
5664,3,7,4,59.2,62.0,6.2,6.14,3.65,0.91,3881
5665,3,5,2,59.4,62.0,6.55,6.52,3.88,1.0,3881
5666,2,8,1,63.7,58.0,6.57,6.53,4.17,1.11,3882
5667,4,5,1,61.6,54.0,6.69,6.62,4.1,1.09,3882
5668,3,3,1,58.3,60.0,6.83,6.78,3.97,1.13,3883
5669,2,9,1,63.5,57.0,6.89,6.87,4.37,1.29,3884
5670,4,6,2,62.6,57.0,6.16,6.21,3.87,0.91,3884
5671,2,6,2,62.2,57.0,6.12,6.17,3.82,0.91,3884
5672,1,4,2,58.1,64.0,6.26,6.28,3.64,0.9,3884
5673,1,7,1,63.7,58.0,6.28,6.24,3.99,1.02,3884
5674,4,5,4,62.4,55.0,5.92,5.88,3.68,0.8,3884
5675,4,5,4,61.6,54.0,5.99,5.95,3.68,0.8,3884
5676,4,8,3,62.2,57.0,6.29,6.22,3.89,0.95,3884
5677,4,5,2,61.7,56.0,6.37,6.32,3.92,0.97,3884
5678,2,8,1,61.8,60.0,6.34,6.37,3.93,1.01,3885
5679,2,5,2,62.2,55.0,6.18,6.23,3.86,0.91,3885
5680,1,5,1,62.5,59.0,6.31,6.37,3.96,1.01,3886
5681,1,5,1,62.7,61.0,6.28,6.38,3.97,1.01,3886
5682,2,4,1,62.0,58.0,6.23,6.29,3.88,0.94,3886
5683,3,4,1,62.2,59.0,6.51,6.44,4.03,1.05,3886
5684,4,3,0,61.5,62.0,6.88,6.73,4.19,1.18,3886
5685,0,9,3,59.6,62.0,6.54,6.49,3.88,1.01,3886
5686,2,7,3,61.6,60.0,6.19,6.21,3.82,0.91,3887
5687,2,5,7,61.5,58.0,5.65,5.7,3.49,0.7,3887
5688,2,7,1,60.6,61.0,6.38,6.45,3.89,1.01,3888
5689,2,8,2,62.8,58.0,6.37,6.4,4.01,1.01,3888
5690,2,8,2,62.1,58.0,6.38,6.44,3.98,1.01,3888
5691,1,7,1,63.9,58.0,6.32,6.35,4.05,1.01,3888
5692,2,8,2,60.3,57.0,6.51,6.53,3.93,1.01,3888
5693,2,8,2,62.0,54.0,6.36,6.51,3.99,1.01,3888
5694,4,5,5,61.9,55.2,5.74,5.79,3.58,0.73,3888
5695,4,4,4,62.2,55.0,5.79,5.82,3.61,0.74,3888
5696,3,3,1,61.2,58.0,6.25,6.21,3.81,0.91,3889
5697,1,4,1,63.7,61.0,6.32,6.27,4.01,1.0,3889
5698,0,4,1,56.9,63.0,6.54,6.49,3.71,1.0,3889
5699,3,7,1,61.4,59.0,6.69,6.66,4.1,1.12,3889
5700,2,3,1,63.4,56.0,4.29,4.26,2.71,0.3,574
5701,3,3,1,62.9,58.0,4.29,4.26,2.69,0.3,574
5702,3,3,1,62.4,59.0,4.28,4.25,2.66,0.3,574
5703,3,3,1,62.2,59.0,4.3,4.25,2.66,0.3,574
5704,3,3,1,61.0,61.0,4.31,4.25,2.61,0.3,574
5705,3,3,1,61.2,57.0,4.33,4.3,2.64,0.3,574
5706,1,4,3,57.3,59.0,4.6,4.62,2.64,0.33,574
5707,2,5,5,59.0,58.0,4.1,4.14,2.43,0.25,575
5708,2,5,5,59.4,57.0,4.1,4.12,2.44,0.25,575
5709,2,5,5,61.8,58.0,4.05,4.07,2.51,0.25,575
5710,2,5,5,61.0,58.0,4.02,4.05,2.46,0.25,575
5711,2,5,5,60.4,59.0,4.09,4.12,2.48,0.25,575
5712,2,5,5,63.2,57.0,3.99,4.01,2.53,0.25,575
5713,2,4,5,58.6,61.0,4.27,4.3,2.51,0.27,575
5714,2,4,5,60.2,59.0,4.07,4.14,2.47,0.25,575
5715,2,4,5,62.7,59.0,4.01,4.03,2.52,0.25,575
5716,2,4,5,61.9,58.0,4.1,4.14,2.55,0.27,575
5717,2,4,5,59.8,59.0,4.07,4.09,2.44,0.25,575
5718,2,4,5,62.1,58.0,4.03,4.06,2.51,0.25,575
5719,2,4,5,63.0,57.0,4.0,4.06,2.54,0.25,575
5720,2,4,5,60.9,59.0,4.03,4.11,2.48,0.25,575
5721,2,4,5,61.9,59.0,3.99,4.02,2.48,0.25,575
5722,2,4,5,63.4,58.0,3.97,4.01,2.53,0.25,575
5723,2,4,5,63.0,55.0,4.0,4.03,2.53,0.25,575
5724,2,4,5,60.5,59.0,4.06,4.1,2.47,0.25,575
5725,2,3,5,58.8,59.0,4.11,4.16,2.43,0.25,575
5726,2,3,5,64.6,53.0,4.04,4.1,2.63,0.27,575
5727,2,3,5,61.3,59.0,4.07,4.12,2.51,0.25,575
5728,2,4,6,59.7,58.0,4.13,4.14,2.47,0.25,575
5729,2,4,6,60.7,58.0,4.07,4.1,2.48,0.25,575
5730,2,7,3,60.8,58.0,6.18,6.22,3.77,0.9,3890
5731,2,3,1,61.9,61.0,6.54,6.58,4.06,1.09,3890
5732,4,4,2,61.0,57.0,6.0,6.03,3.67,0.8,3890
5733,1,7,3,64.3,60.0,6.02,6.04,3.88,0.9,3890
5734,1,3,1,63.3,59.0,6.12,6.18,3.89,0.92,3891
5735,2,6,1,63.4,60.0,6.11,6.06,3.86,0.91,3891
5736,0,4,2,65.5,57.0,6.45,6.37,4.2,1.1,3891
5737,3,6,1,62.3,58.0,6.41,6.38,4.0,1.02,3892
5738,1,7,1,65.0,57.0,6.3,6.32,4.1,1.03,3892
5739,0,8,2,57.4,61.0,6.67,6.71,3.84,1.03,3892
5740,2,5,2,61.1,56.0,6.23,6.3,3.83,0.9,3893
5741,1,5,2,61.3,60.0,6.13,6.18,3.77,0.9,3893
5742,4,9,2,62.3,56.0,6.51,6.45,4.04,1.03,3893
5743,1,5,2,66.1,57.0,5.99,6.03,3.97,0.91,3893
5744,4,6,2,60.2,56.0,6.24,6.29,3.77,0.9,3894
5745,2,4,0,62.5,58.0,6.62,6.75,4.18,1.18,3894
5746,1,3,1,64.3,53.0,6.29,6.34,4.06,1.0,3894
5747,2,4,3,63.4,59.0,6.19,6.11,3.9,0.9,3894
5748,3,3,4,60.6,58.0,5.95,5.89,3.59,0.76,3894
5749,2,4,1,61.1,60.0,6.31,6.36,3.87,0.98,3895
5750,1,6,1,64.5,61.0,6.24,6.31,4.05,1.01,3895
5751,1,5,1,61.5,61.0,6.33,6.38,3.91,1.01,3895
5752,1,4,1,61.3,61.0,6.13,6.17,3.77,0.9,3895
5753,3,8,3,60.9,58.0,6.28,6.27,3.82,0.92,3895
5754,1,5,1,63.4,54.0,6.19,6.24,3.94,0.93,3896
5755,4,3,4,60.9,56.0,5.79,5.86,3.55,0.72,3896
5756,3,6,1,60.0,60.0,6.94,6.88,4.15,1.24,3896
5757,3,6,1,60.6,59.0,6.6,6.56,3.99,1.04,3896
5758,3,5,1,63.0,60.0,6.35,6.28,3.98,1.01,3897
5759,3,5,1,58.3,58.0,6.56,6.55,3.82,1.01,3897
5760,3,5,1,60.0,59.0,6.47,6.41,3.86,1.01,3897
5761,1,5,1,63.7,60.0,6.37,6.29,4.02,1.01,3897
5762,2,5,1,63.5,56.0,6.38,6.35,4.04,1.01,3897
5763,3,9,5,62.7,59.0,6.46,6.39,4.03,1.01,3897
5764,1,5,1,64.3,57.0,6.32,6.25,4.04,1.01,3897
5765,2,4,4,61.5,60.0,5.86,5.92,3.62,0.78,3898
5766,2,5,2,63.4,56.0,6.06,6.12,3.86,0.9,3898
5767,1,5,2,62.4,55.0,6.17,6.21,3.86,0.9,3898
5768,3,4,1,62.8,59.0,6.16,6.13,3.86,0.91,3898
5769,3,6,1,60.1,60.0,6.66,6.58,3.98,1.05,3898
5770,3,4,1,62.5,57.0,6.68,6.63,4.16,1.13,3898
5771,4,4,1,60.8,56.0,6.29,6.25,3.81,0.91,3898
5772,4,4,1,61.5,56.0,6.23,6.2,3.82,0.91,3898
5773,1,6,1,63.7,59.0,6.41,6.37,4.07,1.05,3898
5774,3,8,1,62.1,59.0,6.39,6.42,3.98,1.01,3899
5775,0,3,1,57.0,66.0,6.96,6.91,3.98,1.18,3899
5776,4,5,6,62.7,56.0,5.76,5.72,3.6,0.73,3900
5777,2,9,2,62.0,58.0,6.57,6.62,4.09,1.11,3901
5778,4,4,5,62.6,54.0,5.65,5.7,3.55,0.7,3901
5779,3,5,1,62.6,59.0,6.51,6.47,4.06,1.06,3901
5780,3,4,0,58.6,60.0,7.18,7.12,4.19,1.29,3901
5781,2,4,1,62.6,58.0,6.1,6.16,3.84,0.9,3902
5782,2,4,1,61.1,58.0,6.12,6.26,3.78,0.9,3902
5783,3,7,2,60.0,58.0,6.59,6.52,3.93,1.04,3902
5784,1,7,3,64.1,56.0,6.0,6.05,3.86,0.9,3902
5785,2,4,6,61.2,58.0,5.75,5.79,3.53,0.72,3903
5786,2,5,1,60.2,55.0,6.53,6.59,3.95,1.03,3903
5787,1,7,1,57.9,59.0,6.64,6.59,3.83,1.01,3903
5788,3,5,1,61.1,57.0,6.48,6.44,3.95,1.01,3903
5789,4,4,3,61.9,57.0,6.01,5.98,3.71,0.82,3903
5790,3,6,1,60.7,56.0,6.56,6.51,3.97,1.02,3904
5791,2,9,1,62.2,58.0,6.37,6.4,3.97,1.01,3905
5792,4,7,0,61.9,61.0,6.85,6.79,4.22,1.23,3905
5793,1,5,1,63.7,57.0,6.32,6.36,4.04,1.0,3906
5794,2,5,1,62.4,56.0,6.31,6.35,3.95,1.0,3906
5795,2,5,1,61.9,59.0,6.39,6.44,3.97,1.0,3906
5796,2,9,1,62.8,59.0,6.34,6.37,3.99,1.01,3906
5797,4,8,4,62.1,57.0,6.2,6.23,3.86,0.91,3906
5798,1,6,1,64.2,57.0,6.25,6.27,4.02,1.0,3906
5799,2,4,6,57.9,61.0,5.88,5.96,3.43,0.71,3907
5800,3,4,1,58.9,61.0,6.45,6.41,3.79,0.95,3907
5801,4,8,2,61.6,55.0,6.2,6.22,3.82,0.9,3908
5802,2,9,1,63.3,60.0,6.83,6.75,4.29,1.24,3908
5803,2,6,1,60.8,57.0,6.2,6.24,3.78,0.9,3909
5804,4,6,5,61.5,57.0,5.74,5.78,3.54,0.71,3909
5805,1,3,1,63.8,59.0,6.43,6.33,4.07,1.02,3909
5806,1,3,1,57.5,62.0,6.62,6.6,3.8,1.02,3909
5807,2,6,3,59.0,58.0,6.25,6.29,3.7,0.9,3910
5808,2,3,1,60.8,58.0,6.26,6.31,3.82,0.91,3910
5809,3,5,2,62.0,60.0,6.26,6.19,3.86,0.92,3910
5810,2,4,3,60.4,58.0,5.94,6.01,3.61,0.77,3911
5811,3,4,2,61.5,60.0,6.19,6.24,3.82,0.91,3911
5812,2,3,1,63.4,59.0,6.12,6.15,3.89,0.91,3911
5813,3,7,2,58.0,62.0,6.56,6.48,3.79,0.97,3911
5814,4,8,1,62.7,57.0,6.43,6.4,4.02,1.02,3913
5815,4,6,6,61.6,56.0,5.76,5.79,3.56,0.73,3913
5816,4,5,3,61.3,55.0,5.98,6.0,3.67,0.8,3913
5817,4,4,2,61.9,55.0,5.98,6.01,3.71,0.81,3913
5818,3,9,3,62.8,59.0,6.78,6.69,4.23,1.18,3913
5819,2,8,0,62.6,57.0,7.1,7.15,4.46,1.39,3914
5820,3,4,1,61.6,58.0,6.52,6.45,3.99,1.04,3914
5821,4,7,0,62.1,56.0,6.4,6.45,3.99,1.02,3915
5822,4,3,5,61.3,57.0,5.59,5.63,3.44,0.66,3915
5823,4,4,1,61.1,55.0,6.29,6.34,3.86,0.94,3915
5824,3,7,2,62.9,60.0,6.36,6.32,3.99,1.0,3915
5825,3,7,3,59.6,59.0,6.32,6.29,3.76,0.92,3916
5826,0,4,1,57.9,57.0,6.51,6.55,3.78,1.01,3916
5827,1,9,2,63.6,58.0,6.57,6.48,4.15,1.11,3916
5828,1,3,1,63.9,55.0,6.14,6.09,3.91,0.92,3916
5829,3,6,1,59.4,60.0,6.34,6.31,3.76,0.92,3916
5830,2,5,5,60.6,60.0,5.89,5.92,3.58,0.77,3917
5831,3,4,2,60.3,60.0,6.27,6.2,3.76,0.9,3917
5832,1,5,1,63.7,58.0,6.48,6.45,4.12,1.1,3918
5833,1,6,3,62.9,62.0,6.02,6.06,3.8,0.9,3918
5834,2,3,1,63.5,58.0,6.08,6.17,3.89,0.9,3918
5835,4,8,1,61.2,56.0,6.33,6.37,3.89,0.95,3918
5836,3,5,1,62.1,56.0,6.68,6.56,4.12,1.1,3918
5837,3,8,3,62.7,62.0,6.32,6.27,3.95,1.0,3918
5838,2,6,2,62.6,60.0,6.09,6.14,3.83,0.9,3919
5839,2,7,3,63.1,60.0,6.12,6.08,3.85,0.9,3919
5840,1,7,3,64.0,58.0,6.11,6.07,3.9,0.9,3919
5841,3,7,3,62.3,58.0,6.18,6.09,3.82,0.9,3919
5842,3,7,1,60.2,61.0,6.48,6.44,3.89,1.0,3920
5843,3,5,2,62.8,59.0,6.4,6.36,4.01,1.01,3920
5844,2,5,2,63.8,56.0,6.12,6.17,3.92,0.92,3920
5845,0,8,2,56.4,61.0,6.58,6.55,3.7,1.0,3920
5846,1,8,2,62.9,64.0,6.27,6.23,3.93,1.0,3920
5847,2,6,1,63.3,56.0,6.38,6.29,4.01,1.0,3920
5848,3,7,1,61.3,58.0,6.45,6.41,3.94,1.0,3920
5849,3,7,1,61.2,59.0,6.42,6.38,3.92,1.0,3920
5850,2,7,1,63.4,61.0,6.33,6.29,4.0,1.0,3920
5851,1,8,2,63.8,58.0,6.32,6.28,4.02,1.0,3920
5852,1,9,4,58.1,64.0,6.63,6.51,3.82,1.0,3920
5853,1,8,2,63.7,64.0,6.33,6.27,4.01,1.0,3920
5854,3,5,1,61.5,58.0,6.41,6.38,3.93,1.0,3920
5855,2,3,6,61.5,63.0,5.78,5.64,3.51,0.7,3920
5856,3,9,2,58.7,58.0,6.55,6.51,3.83,1.0,3920
5857,0,5,5,65.4,60.0,4.98,4.9,3.23,0.51,3920
5858,3,7,3,59.6,60.0,6.25,6.29,3.74,0.91,3921
5859,1,7,3,63.1,59.0,6.13,6.16,3.88,0.91,3921
5860,4,9,2,61.9,56.0,6.45,6.5,4.01,1.03,3921
5861,1,6,2,60.2,63.0,6.16,6.2,3.72,0.9,3921
5862,3,5,4,60.7,55.0,6.28,6.22,3.79,0.88,3921
5863,4,6,5,61.7,55.0,5.8,5.83,3.59,0.74,3922
5864,4,9,2,62.6,57.0,6.45,6.43,4.03,1.03,3922
5865,2,3,4,61.5,57.0,5.92,5.95,3.65,0.78,3923
5866,3,6,1,63.0,59.0,6.38,6.32,4.0,1.01,3923
5867,4,6,4,61.6,56.0,5.99,6.02,3.7,0.81,3923
5868,1,6,1,63.7,58.0,6.35,6.31,4.03,1.01,3923
5869,0,7,4,56.0,60.0,6.53,6.51,3.65,0.92,3924
5870,2,7,3,63.7,57.0,6.1,6.12,3.89,0.91,3924
5871,3,4,1,60.4,59.0,6.21,6.24,3.76,0.9,3924
5872,4,4,3,59.3,57.0,6.19,6.22,3.68,0.85,3924
5873,2,4,1,61.6,59.0,6.18,6.26,3.83,0.9,3924
5874,2,9,1,63.2,58.6,6.35,6.39,4.03,1.04,3924
5875,1,5,2,63.7,58.0,6.17,6.1,3.91,0.91,3924
5876,1,5,2,63.7,58.0,6.09,6.02,3.86,0.91,3924
5877,4,8,1,62.2,57.0,6.46,6.5,4.03,1.03,3925
5878,3,8,1,62.9,58.0,6.77,6.7,4.24,1.18,3925
5879,4,9,2,62.8,57.0,6.4,6.44,4.03,1.01,3926
5880,1,7,1,65.7,60.0,6.17,6.19,4.06,1.01,3926
5881,2,8,2,60.4,58.0,6.52,6.56,3.95,1.02,3927
5882,4,7,1,61.6,56.0,6.47,6.51,4.0,1.02,3927
5883,2,7,1,62.4,59.0,6.37,6.42,3.99,1.02,3927
5884,2,8,2,62.9,58.0,6.36,6.42,4.02,1.02,3927
5885,4,6,5,62.0,56.0,5.86,5.88,3.64,0.76,3927
5886,3,4,1,59.4,59.0,6.51,6.49,3.86,1.01,3928
