Tank_1,Tank_2,Tank_3,Tank_4,Tank_5,Tank_6,Tank_7,Tank_8,Pump_1,Pump_2,Pump_4,Pump_5,Pump_6,Flow_sensor_1,Flow_sensor_2,Flow_sensor_4,Valv_10,Valv_11,Valv_12,Valv_13,Valv_14,Valv_15,Valv_17,Valv_18,Valv_20,Valv_22,Label_n,Label
567,1552,6,847,0,0,369,464,1,1,0,0,1,0,4000,0,0,0,0,1,1,1,0,0,0,0,1,1.0
563,1574,7,857,0,0,361,472,1,1,0,0,1,0,4000,0,0,0,0,1,1,1,0,0,0,0,1,1.0
547,1608,8,870,0,0,353,480,1,1,0,0,1,0,4000,0,0,0,0,1,1,1,0,0,0,0,1,1.0
551,1634,6,880,0,0,353,488,1,1,0,0,1,0,4000,0,0,0,0,1,1,1,0,0,0,0,1,1.0
533,1633,6,886,0,0,337,496,1,1,0,0,1,0,4000,0,0,0,0,1,1,1,0,0,0,0,1,1.0
543,1671,8,897,0,0,329,496,1,1,0,0,0,0,4000,0,0,0,0,1,1,1,0,0,0,0,1,1.0
512,1694,6,905,0,0,329,504,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1.0
515,1703,8,916,0,0,329,494,1,1,0,0,1,0,0,4774,0,0,0,1,1,1,0,0,0,1,1,1.0
497,1725,5,930,0,0,321,492,1,1,0,0,1,0,4000,4765,0,0,0,1,1,1,0,0,0,1,1,1.0
494,1749,6,939,0,0,321,490,1,1,0,0,1,0,4000,4765,0,0,0,1,1,1,0,0,0,1,1,1.0
471,1787,7,940,0,0,305,488,1,1,0,0,1,0,4000,4756,0,0,0,1,1,1,0,0,0,1,1,1.0
470,1785,8,951,0,0,305,488,1,1,0,0,1,0,4000,4747,0,0,0,1,1,1,0,0,0,1,0,0.0
494,1822,7,949,0,0,297,486,1,1,0,0,1,0,4000,4738,0,0,0,1,1,1,0,0,0,1,0,0.0
506,1851,7,940,0,0,289,484,1,1,0,0,1,0,4000,4729,0,0,0,1,1,1,0,0,0,1,0,0.0
546,1872,9,925,0,0,289,483,1,1,0,0,1,0,4000,4729,0,0,0,1,1,1,0,0,0,1,0,0.0
597,1878,8,919,0,0,281,483,1,1,0,0,1,0,4000,4720,0,0,0,1,1,1,0,0,0,1,0,0.0
603,1912,7,910,0,0,273,481,1,1,0,0,1,0,4000,4711,0,0,0,1,1,1,0,0,0,1,0,0.0
658,1946,9,896,0,0,273,479,1,1,0,0,1,0,4000,4702,0,0,0,1,1,1,1,0,0,1,0,0.0
680,1936,28,885,0,0,265,477,0,1,0,0,1,0,4000,4702,0,0,0,1,1,1,1,0,0,1,0,0.0
693,1923,107,872,0,0,249,475,0,1,0,0,1,0,4000,4694,0,0,0,1,1,1,1,0,0,1,0,0.0
721,1913,137,863,0,0,249,475,0,1,0,0,1,0,4000,4685,0,0,0,1,1,1,1,0,0,1,0,0.0
781,1900,178,847,0,0,241,474,0,1,0,0,1,0,4000,4676,0,0,0,1,1,1,1,0,0,1,0,0.0
792,1889,209,836,0,0,233,472,0,1,0,0,1,0,4000,4668,0,0,0,1,1,1,1,0,0,1,0,0.0
817,1872,240,825,0,0,233,470,0,1,0,0,1,0,4000,4668,0,0,0,1,1,1,1,0,0,1,0,0.0
843,1858,265,810,0,0,225,470,0,1,0,0,1,0,4000,4659,0,0,0,1,1,1,1,0,0,1,0,0.0
873,1842,292,806,0,0,217,468,0,1,0,0,1,0,4000,4651,0,0,0,1,1,1,1,0,0,1,0,0.0
908,1833,309,792,0,0,217,467,0,1,0,0,1,0,4000,4643,0,0,0,1,1,1,1,0,0,1,0,0.0
939,1822,333,779,0,0,201,465,0,1,0,0,1,0,4000,4635,0,0,0,1,1,1,1,0,0,1,0,0.0
961,1807,365,766,0,0,192,463,0,1,0,0,1,0,4000,4635,0,0,0,1,1,1,1,0,0,1,0,0.0
995,1791,391,758,0,0,192,463,0,1,0,0,1,0,4000,4627,0,0,0,1,1,1,1,0,0,1,0,0.0
1017,1776,412,743,0,0,184,462,0,1,0,0,1,0,4000,4618,1,1,1,1,1,1,1,0,0,1,0,0.0
1056,1764,419,730,0,0,176,460,0,1,0,0,1,0,4000,4610,1,1,1,1,1,1,1,0,0,1,0,0.0
1085,1749,429,717,0,0,176,459,0,1,0,0,1,0,4000,4610,1,1,1,1,1,1,1,0,0,1,0,0.0
1109,1740,437,709,0,0,168,459,0,1,0,0,1,0,4000,4603,1,1,1,1,1,1,1,0,0,1,0,0.0
1138,1722,448,696,0,0,160,457,0,1,0,0,1,0,4000,4595,1,1,1,1,1,1,1,0,0,1,0,0.0
1167,1711,463,683,0,0,160,455,0,1,0,0,1,0,4000,4587,1,1,1,1,1,1,1,0,0,1,0,0.0
1202,1694,464,671,0,0,144,454,0,1,0,0,1,0,4000,4579,1,1,1,1,1,1,1,0,0,1,0,0.0
1208,1683,479,659,0,0,136,452,0,1,0,0,1,0,4000,4579,1,1,1,1,1,1,1,0,0,1,0,0.0
1238,1671,483,651,0,0,136,452,0,1,0,0,1,0,4000,4572,1,1,1,1,1,1,1,0,0,1,0,0.0
1278,1655,495,635,0,0,128,451,0,1,0,0,1,0,4000,4564,1,1,1,1,1,1,1,0,0,1,0,0.0
1295,1644,501,624,0,0,120,449,0,1,0,0,1,0,4000,4556,1,1,1,1,1,1,1,0,0,1,0,0.0
1324,1628,515,611,0,0,120,448,0,1,0,0,1,0,4000,4556,1,1,1,1,1,1,1,0,0,1,0,0.0
1370,1616,523,601,0,0,112,448,0,1,0,0,1,0,4000,4549,1,1,1,1,1,1,1,0,0,1,0,0.0
1403,1601,535,587,0,0,104,446,0,1,0,0,1,0,4000,4542,1,1,1,1,1,1,1,0,0,1,0,0.0
1413,1589,540,578,0,0,104,445,0,1,0,0,1,0,4000,4534,1,1,1,1,1,1,1,0,0,1,0,0.0
1467,1574,546,570,0,0,88,443,0,1,0,0,1,0,4000,4527,1,1,1,1,1,1,1,0,0,1,0,0.0
1491,1563,561,554,0,0,80,442,0,1,0,0,1,0,4000,4527,1,1,1,1,1,1,1,0,0,1,0,0.0
1502,1551,566,543,0,0,80,442,0,1,0,0,1,0,4000,4520,1,1,1,1,1,1,1,0,0,1,0,0.0
1532,1533,578,532,0,0,72,441,0,1,0,0,1,0,4000,4513,1,1,1,1,1,1,1,0,0,1,0,0.0
1555,1520,586,522,0,0,64,439,0,1,0,0,1,0,4000,4506,1,1,1,1,1,1,1,0,0,1,0,0.0
1608,1507,595,506,0,0,64,438,0,1,0,0,1,0,4000,4506,1,1,1,1,1,1,1,0,0,1,0,0.0
1624,1497,602,497,0,0,56,437,0,1,0,0,1,0,4000,4499,1,1,1,1,1,1,1,0,0,1,0,0.0
1661,1482,614,484,0,0,48,437,0,1,0,0,1,0,4000,4492,1,1,1,1,1,1,1,0,0,1,0,0.0
1676,1469,623,471,0,0,48,435,0,1,0,0,1,0,4000,4485,1,1,1,1,1,1,1,0,0,1,0,0.0
1725,1454,632,464,0,0,32,434,0,1,0,0,1,0,4000,4478,1,1,1,1,1,1,1,0,0,1,0,0.0
1730,1442,639,451,0,0,24,433,0,1,0,0,1,0,4000,4478,1,1,1,1,1,1,1,0,0,1,0,0.0
1768,1430,648,440,0,0,24,433,0,1,0,0,1,0,4000,4471,1,1,1,1,1,1,1,0,0,1,0,0.0
1791,1415,658,429,0,0,16,431,0,1,0,0,1,0,4000,4465,1,1,1,1,1,1,1,0,0,1,0,0.0
1810,1405,666,418,0,0,8,430,0,1,0,0,1,0,4000,4465,1,1,1,1,1,1,1,0,0,1,0,0.0
1864,1388,675,405,0,0,8,429,0,1,0,0,1,0,4000,4458,1,1,1,1,1,1,1,0,0,1,0,0.0
1881,1377,684,396,0,0,0,429,0,1,0,0,1,0,4000,4451,1,1,1,1,1,1,1,0,0,1,0,0.0
1918,1364,695,383,0,0,0,419,0,1,0,0,0,0,4000,4404,1,1,1,1,1,1,1,0,0,1,0,0.0
1942,1352,701,372,0,0,0,410,0,1,0,0,0,0,0,4356,1,1,1,1,1,1,1,0,0,1,0,0.0
1956,1340,713,356,0,0,0,401,0,1,1,0,0,0,0,4309,1,1,1,1,1,1,1,0,0,1,0,0.0
1976,1323,719,346,29,0,0,401,0,0,1,0,0,0,0,4261,1,1,1,1,1,1,1,0,0,1,0,0.0
1968,1313,727,337,68,0,0,392,0,0,1,0,0,0,0,4213,1,1,1,1,1,1,1,0,0,1,0,0.0
1954,1298,738,323,95,0,0,384,0,0,1,0,0,0,0,4166,1,1,1,1,1,1,1,0,0,1,0,0.0
1939,1287,743,312,121,0,0,375,0,0,1,0,0,0,0,4166,1,1,1,1,1,1,1,0,0,1,0,0.0
1923,1274,754,298,149,0,0,366,0,0,1,0,0,0,0,4118,1,1,1,1,1,1,1,0,0,1,0,0.0
1910,1262,761,287,160,0,0,358,0,0,1,0,0,0,0,4071,1,1,1,1,1,1,1,0,0,1,0,0.0
1890,1247,770,274,186,0,0,349,0,0,1,0,0,0,0,4023,1,1,1,1,1,1,1,0,0,1,0,0.0
1879,1236,778,262,211,0,0,341,0,0,1,0,0,0,0,3975,1,1,1,1,1,1,1,0,0,1,0,0.0
1862,1222,784,247,218,0,0,341,0,0,1,0,0,0,0,3928,1,1,1,1,1,1,1,0,0,1,0,0.0
1848,1211,791,234,225,0,0,333,0,0,1,0,0,0,0,3880,1,1,1,1,1,1,1,0,0,1,0,0.0
1831,1195,800,224,261,0,0,325,0,0,1,0,0,0,0,3880,1,1,1,1,1,1,1,0,0,1,0,0.0
1818,1184,808,208,261,0,0,317,0,0,1,0,0,0,0,3833,1,1,1,1,1,1,1,0,0,1,0,0.0
1803,1173,817,195,272,0,0,309,0,0,1,0,0,0,0,3785,1,1,1,1,1,1,1,0,0,1,0,0.0
1789,1158,826,177,301,0,0,301,0,0,1,0,0,0,0,3737,1,1,1,1,1,1,1,0,0,1,0,0.0
1773,1147,833,163,306,0,0,293,0,0,1,0,0,0,0,3690,1,1,1,1,1,1,1,0,0,1,0,0.0
1758,1133,842,143,320,0,0,293,0,0,1,0,0,0,0,3642,1,1,1,1,1,1,1,0,0,1,0,0.0
1742,1122,851,125,330,0,0,285,0,0,1,0,0,0,0,3594,1,1,1,1,1,1,1,0,0,1,0,0.0
1726,1106,858,95,351,0,0,278,0,0,1,0,0,0,0,3594,1,1,1,1,1,1,1,0,0,1,0,0.0
1713,1096,864,70,361,0,0,270,0,0,1,0,0,0,0,3547,1,1,1,1,1,1,1,0,0,1,0,0.0
1693,1079,873,39,367,0,0,270,0,0,1,0,0,0,0,3499,1,1,1,1,1,1,1,0,0,1,0,0.0
1684,1071,878,6,387,0,0,263,0,0,1,0,0,0,0,3452,1,1,1,0,0,0,1,0,0,1,0,0.0
1667,1060,888,8,414,0,0,256,0,0,1,0,0,0,0,3404,1,1,1,0,0,0,1,0,0,1,0,0.0
1653,1044,896,9,417,0,0,249,0,0,1,0,0,0,0,3404,1,1,1,0,0,0,1,0,0,1,0,0.0
1637,1032,900,7,415,0,0,242,0,0,1,0,0,0,0,3356,1,1,1,0,0,0,1,0,0,1,0,0.0
1618,1018,910,8,447,0,0,235,0,0,1,0,0,0,0,3309,1,1,1,0,0,0,1,0,0,1,0,0.0
1607,1011,922,7,464,0,0,228,0,0,1,0,0,0,0,3261,1,1,1,0,0,0,1,0,0,1,0,0.0
1590,993,925,7,458,0,0,221,0,0,1,0,0,0,0,3213,1,1,1,0,0,0,1,0,0,1,0,0.0
1575,982,937,6,465,0,0,221,0,0,1,0,0,0,0,3166,1,1,1,0,0,0,1,0,0,1,0,0.0
1560,966,944,7,460,0,0,215,0,0,1,0,0,0,0,3118,1,1,1,0,0,0,1,0,0,1,0,0.0
1544,956,953,8,516,0,0,208,0,0,1,0,0,0,0,3070,1,1,1,0,0,0,1,0,0,1,0,0.0
1530,944,959,8,512,0,0,202,0,0,1,0,0,0,0,3022,1,1,1,0,0,0,1,0,0,1,0,0.0
1514,930,966,8,524,0,0,195,0,0,1,0,0,0,0,3022,1,1,1,0,0,0,1,0,0,1,0,0.0
1501,918,975,9,532,0,0,189,0,0,1,0,0,0,0,2975,1,1,1,0,0,0,1,0,0,1,0,0.0
1484,904,981,9,553,0,0,183,0,0,1,0,0,0,0,2927,1,1,1,0,0,0,1,0,0,1,0,0.0
1470,891,988,8,558,0,0,177,0,0,1,0,0,0,0,2879,1,1,1,0,0,0,1,0,0,1,0,0.0
1455,877,993,8,564,0,0,171,0,0,1,0,0,0,0,2832,1,1,1,0,0,0,1,0,0,1,0,0.0
1439,867,1004,8,592,0,0,171,0,0,1,0,0,0,0,2784,1,1,1,0,0,0,1,0,0,1,0,0.0
1425,850,1012,9,598,0,0,165,0,0,1,0,0,0,0,2736,1,1,1,0,0,0,1,0,0,1,0,0.0
1409,841,1018,8,612,0,0,159,0,0,1,0,0,0,0,2736,1,1,1,0,0,0,1,0,0,1,0,0.0
1394,826,1026,7,619,0,0,154,0,0,1,0,0,0,0,2688,1,1,1,0,0,0,1,0,0,1,0,0.0
1379,816,1031,9,622,0,0,148,0,0,1,0,0,0,0,2641,1,1,1,0,0,0,1,0,0,1,0,0.0
1365,803,1035,8,651,0,0,143,0,0,1,0,0,0,0,2593,1,1,1,0,0,0,1,0,0,1,0,0.0
1349,788,1043,8,656,0,0,138,0,0,1,0,0,0,0,2545,1,1,1,0,0,0,1,0,0,1,0,0.0
1334,778,1051,9,668,0,0,138,0,0,1,0,0,0,0,2497,1,1,1,0,0,0,1,0,0,1,0,0.0
1320,763,1057,8,673,0,0,132,0,0,1,0,0,0,0,2450,1,1,1,0,0,0,1,0,0,1,0,0.0
1305,752,1065,8,704,0,0,127,0,0,1,0,0,0,0,2450,1,1,1,0,0,0,1,0,0,1,0,0.0
1289,739,1073,9,707,0,0,122,0,0,1,0,0,0,0,2402,1,1,1,0,0,0,1,0,0,1,0,0.0
1274,727,1080,7,716,0,0,117,0,0,1,0,0,0,0,2354,1,1,1,0,0,0,1,0,0,1,0,0.0
1260,712,1090,8,733,0,0,112,0,0,1,0,0,0,0,2306,1,1,1,0,0,0,1,0,0,1,0,0.0
1246,700,1094,7,747,0,0,108,0,0,1,0,0,0,0,2258,1,1,1,0,0,0,1,0,0,1,0,0.0
1234,691,1101,8,764,0,0,108,0,0,1,0,0,0,0,2211,1,1,1,0,0,0,1,0,0,1,0,0.0
1218,674,1108,7,763,0,0,103,0,0,1,0,0,0,0,2163,1,1,1,0,0,0,1,0,0,1,0,0.0
1204,664,1114,8,779,0,0,98,0,0,1,0,0,0,0,2163,1,1,1,0,0,0,1,0,0,1,0,0.0
1188,648,1122,8,792,0,0,94,0,0,1,0,0,0,0,2115,1,1,1,0,0,0,1,0,0,1,0,0.0
1174,640,1130,8,808,0,0,90,0,0,1,0,0,0,0,2067,1,1,1,0,0,0,1,0,0,1,0,0.0
1158,622,1137,8,816,0,0,86,0,0,1,0,0,0,0,2019,1,1,1,0,0,0,1,0,1,1,0,0.0
1140,612,1141,11,826,0,0,81,0,0,0,0,0,0,0,1971,1,1,1,0,0,0,1,1,1,1,0,0.0
1131,597,1148,9,825,0,0,81,0,0,0,0,0,0,0,1923,1,1,1,0,0,0,1,1,1,1,0,0.0
1125,587,1152,31,821,0,0,77,0,0,0,0,0,0,0,1875,1,1,1,0,0,0,1,1,1,1,0,0.0
1111,575,1157,81,818,6,0,73,0,0,0,0,0,0,0,1875,1,1,1,0,0,0,1,1,1,1,0,0.0
1100,560,1162,135,813,12,0,70,0,0,0,0,0,0,0,1827,1,1,1,0,0,0,1,1,1,1,0,0.0
1087,549,1169,165,809,12,0,66,0,0,0,0,0,0,0,1780,1,1,1,0,0,0,1,1,1,1,0,0.0
1071,534,1179,203,805,20,0,62,0,0,0,0,0,0,0,1732,1,1,1,0,0,0,1,1,1,1,0,0.0
1059,521,1185,229,800,20,0,59,0,0,0,0,0,0,0,1684,1,1,1,0,0,0,1,1,1,1,0,0.0
1043,506,1191,265,795,26,0,59,0,0,0,0,0,0,0,1636,1,1,1,0,0,0,1,1,1,1,0,0.0
1030,496,1197,290,791,35,0,55,0,0,0,0,0,0,0,1588,1,1,1,0,0,0,1,1,1,1,0,0.0
1014,480,1205,326,787,35,0,52,0,0,0,0,0,0,0,1588,1,1,1,0,0,0,1,1,1,1,0,0.0
1002,468,1212,349,783,41,0,49,0,0,0,0,0,0,0,1539,1,1,1,0,0,0,1,1,1,1,0,0.0
986,452,1217,373,778,46,0,46,0,0,0,0,0,0,0,1491,1,1,1,0,0,0,1,1,1,1,0,0.0
972,442,1224,402,774,46,0,43,0,0,0,0,0,0,0,1443,1,1,1,1,1,1,1,1,1,1,0,0.0
960,429,1230,415,770,54,0,40,0,0,0,0,0,0,0,1395,1,1,1,1,1,1,1,1,1,1,0,0.0
944,412,1239,430,766,60,0,40,0,0,0,0,0,0,0,1347,1,1,1,1,1,1,1,1,1,1,0,0.0
932,401,1247,441,761,60,0,37,0,0,0,0,0,0,0,1299,1,1,1,1,1,1,1,1,1,1,0,0.0
916,384,1253,457,757,68,0,34,0,0,0,0,0,0,0,1251,1,1,1,1,1,1,1,1,1,1,0,0.0
904,371,1257,468,753,74,0,32,0,0,0,0,0,0,0,1251,1,1,1,1,1,1,1,1,1,1,0,0.0
887,354,1265,483,747,74,0,29,0,0,0,0,0,0,0,1202,1,1,1,1,1,1,1,1,1,1,0,0.0
876,341,1272,496,744,79,0,27,0,0,0,0,0,0,0,1154,1,1,1,1,1,1,1,1,1,1,0,0.0
859,324,1275,506,740,88,0,24,0,0,0,0,0,0,0,1106,1,1,1,1,1,1,1,1,1,1,0,0.0
848,309,1282,522,734,88,0,22,0,0,0,0,0,0,0,1057,1,1,1,1,1,1,1,1,1,1,0,0.0
835,296,1287,534,731,95,0,22,0,0,0,0,0,0,0,1009,1,1,1,1,1,1,1,1,1,1,0,0.0
819,277,1295,549,726,101,0,20,0,0,0,0,0,0,0,960,1,1,1,1,1,1,1,1,1,1,0,0.0
807,262,1299,562,723,101,0,18,0,0,0,0,0,0,0,960,1,1,1,1,1,1,1,1,1,1,0,0.0
791,241,1306,577,718,107,0,16,0,0,0,0,0,0,0,912,1,1,1,1,1,1,1,1,1,1,0,0.0
779,226,1313,589,714,115,0,14,0,0,0,0,0,0,0,863,1,1,1,1,1,1,1,1,1,1,0,0.0
763,203,1319,604,708,115,0,12,0,0,0,0,0,0,0,815,1,1,1,1,1,1,1,1,1,1,0,0.0
752,185,1323,615,704,121,0,11,0,0,0,0,0,0,0,766,1,1,1,1,1,1,1,1,1,1,0,0.0
736,159,1330,630,701,127,0,11,0,0,0,0,0,0,0,717,1,1,1,1,1,1,1,1,1,1,0,0.0
724,139,1337,643,696,127,0,9,0,0,0,0,0,0,0,668,1,1,1,1,1,1,1,1,1,1,0,0.0
708,114,1341,653,692,134,0,8,0,0,0,0,0,0,0,668,1,1,1,1,1,1,1,1,1,1,0,0.0
696,77,1346,668,687,140,0,7,0,0,0,0,0,0,0,619,1,1,1,1,1,1,1,1,1,1,0,0.0
684,46,1355,680,684,140,0,5,0,0,0,0,0,0,0,569,1,1,1,1,1,1,1,1,1,1,0,0.0
668,3,1356,693,679,146,0,4,0,0,0,0,0,0,0,520,1,1,1,1,1,1,0,1,1,1,0,0.0
657,2,1342,706,675,146,0,3,0,0,0,0,0,0,0,470,1,1,1,1,1,1,0,1,1,1,0,0.0
640,2,1328,720,671,153,0,3,0,0,0,0,0,0,0,420,1,1,1,1,1,1,0,1,1,1,0,0.0
628,2,1316,731,667,159,0,3,0,0,0,0,0,0,0,370,1,1,1,1,1,1,0,1,1,1,0,0.0
613,2,1302,748,662,159,0,2,0,0,0,0,0,0,0,319,1,1,1,1,1,1,0,1,1,1,0,0.0
600,3,1290,756,659,166,0,1,0,0,0,0,0,0,0,319,1,1,1,1,1,1,0,1,1,1,0,0.0
585,3,1276,768,655,173,0,1,0,0,0,0,0,0,0,268,1,1,1,1,1,1,0,1,1,1,0,0.0
573,2,1258,783,651,173,0,0,0,0,0,0,0,0,0,215,1,1,1,1,1,1,0,1,1,1,0,0.0
561,2,1245,792,647,178,0,0,0,0,0,0,0,0,0,161,1,1,1,1,1,1,0,1,1,1,0,0.0
545,3,1227,806,642,185,0,0,0,0,0,0,0,0,0,104,1,1,1,1,1,1,0,1,1,1,0,0.0
532,2,1214,815,639,185,0,0,0,0,0,0,0,0,0,10,1,1,1,1,1,1,0,1,1,1,0,0.0
516,3,1196,831,634,190,0,0,0,0,0,0,0,0,0,10,1,1,1,1,1,1,0,1,1,0,0,0.0
504,3,1184,841,631,196,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0.0
486,2,1166,855,626,196,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0.0
474,3,1153,866,622,203,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0.0
457,2,1136,878,619,209,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0.0
443,3,1123,890,614,209,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0.0
430,3,1109,901,610,215,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0.0
412,3,1092,913,606,221,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0.0
399,3,1078,925,603,221,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0.0
379,3,1061,937,598,228,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0.0
365,3,1048,945,594,228,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0.0
345,3,1030,959,590,233,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0.0
330,4,1018,969,586,241,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0.0
308,3,1000,981,581,241,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0.0
293,3,987,992,577,248,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0.0
270,3,974,1000,573,254,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0.0
252,3,957,1013,569,254,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0.0
233,3,945,1022,565,260,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0.0
205,3,929,1035,561,266,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0.0
179,3,915,1044,558,266,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0.0
141,4,899,1057,552,272,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0.0
109,3,887,1066,549,278,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0.0
61,3,871,1078,544,278,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0.0
21,3,857,1087,541,284,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0.0
0,4,844,1085,536,291,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0.0
0,2,828,1073,532,291,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0.0
0,4,816,1063,529,297,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0.0
0,3,799,1049,524,304,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0.0
0,3,787,1035,521,304,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0.0
0,4,770,1024,516,309,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0.0
0,3,758,1015,513,315,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0.0
0,4,741,998,508,315,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0.0
0,3,730,987,504,321,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0.0
0,3,713,981,501,321,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0.0
0,3,701,967,496,328,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0.0
0,3,687,956,492,334,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0.0
0,3,672,944,488,334,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0.0
0,3,659,934,484,340,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0.0
0,3,643,921,479,347,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0.0
0,3,630,910,476,347,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0.0
0,3,614,897,470,353,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0.0
0,4,600,888,467,359,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0.0
0,4,585,874,464,359,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0.0
0,4,572,864,460,365,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0.0
0,3,559,853,456,372,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0.0
0,4,543,841,450,372,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0.0
0,4,531,829,447,378,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0.0
0,4,515,817,442,384,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0.0
0,4,502,806,439,384,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0.0
1,4,486,792,434,390,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0.0
0,4,475,782,430,397,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0.0
0,3,458,769,426,397,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0.0
0,4,446,760,422,402,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0.0
0,4,435,749,418,409,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0.0
0,3,419,735,414,409,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0.0
0,3,405,726,410,416,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0.0
0,3,390,711,405,421,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0.0
0,3,378,701,402,421,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0.0
0,3,361,688,397,428,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0.0
0,3,348,678,394,434,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0.0
0,3,332,664,388,434,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0.0
0,3,319,653,385,441,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0.0
0,3,302,643,381,447,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0.0
